CBSA_ID,CBSA NAME,CBSA,ACTIVITY LEVEL,ACTIVITY LEVEL LABEL,WEEKEND,WEEK,SEASON
588,"North Vernon, IN",35860,Level Level 1,Minimal,undefined,12,2023-24
162,"North Wilkesboro, NC",35900,Level Level 1,Minimal,undefined,12,2023-24
924,"Norwich-New London, CT",35980,Level Level 3,Minimal,undefined,12,2023-24
143,"Ocala, FL",36100,Level Level 1,Minimal,undefined,12,2023-24
256,"Ocean City, NJ",36140,Level Level 4,Low,undefined,12,2023-24
235,"Ogden-Clearfield, UT",36260,Level Level 2,Minimal,undefined,12,2023-24
637,"Ogdensburg-Massena, NY",36300,Level Level 3,Minimal,undefined,12,2023-24
581,"Oil City, PA",36340,Level Level 3,Minimal,undefined,12,2023-24
402,"Okeechobee, FL",36380,Level Level 1,Minimal,undefined,12,2023-24
192,"Oklahoma City, OK",36420,Level Level 5,Low,undefined,12,2023-24
15,"Olympia-Tumwater, WA",36500,Level Level 3,Minimal,undefined,12,2023-24
181,"Omaha-Council Bluffs, NE-IA",36540,Level Level 10,High,undefined,12,2023-24
232,"Oneonta, NY",36580,Level Level 1,Minimal,undefined,12,2023-24
92,"Ontario, OR-ID",36620,Level Level 3,Minimal,undefined,12,2023-24
98,"Opelousas, LA",36660,Level Level 1,Minimal,undefined,12,2023-24
903,"Orlando-Kissimmee-Sanford, FL",36740,Level Level 4,Low,undefined,12,2023-24
870,"Oshkosh-Neenah, WI",36780,Level Level 3,Minimal,undefined,12,2023-24
941,"Othello, WA",36830,Level Level 1,Minimal,undefined,12,2023-24
470,"Ottawa-Peru, IL",36860,Level Level 2,Minimal,undefined,12,2023-24
815,"Owatonna, MN",36940,Level Level 5,Low,undefined,12,2023-24
171,"Owensboro, KY",36980,Level Level 3,Minimal,undefined,12,2023-24
509,"Owosso, MI",37020,Level Level 6,Moderate,undefined,12,2023-24
709,"Oxford, NC",37080,Level Level 3,Minimal,undefined,12,2023-24
834,"Ozark, AL",37120,Level Level 3,Minimal,undefined,12,2023-24
916,"Paducah, KY-IL",37140,Level Level 1,Minimal,undefined,12,2023-24
706,"Pahrump, NV",37220,Level Level 2,Minimal,undefined,12,2023-24
316,"Palatka, FL",37260,Level Level 1,Minimal,undefined,12,2023-24
394,"Palm Bay-Melbourne-Titusville, FL",37340,Level Level 2,Minimal,undefined,12,2023-24
311,"Panama City, FL",37460,Level Level 5,Low,undefined,12,2023-24
565,"Paragould, AR",37500,Level Level 1,Minimal,undefined,12,2023-24
919,"Paris, TN",37540,Level Level 2,Minimal,undefined,12,2023-24
266,"Parkersburg-Vienna, WV",37620,Level Level 1,Minimal,undefined,12,2023-24
714,"Parsons, KS",37660,Level Level 1,Minimal,undefined,12,2023-24
180,"Payson, AZ",37740,Level Level 8,High,undefined,12,2023-24
334,"Pecos, TX",37780,Level Level 7,Moderate,undefined,12,2023-24
104,"Pensacola-Ferry Pass-Brent, FL",37860,Level Level 5,Low,undefined,12,2023-24
707,"Peoria, IL",37900,Level Level 5,Low,undefined,12,2023-24
148,"Peru, IN",37940,Level Level 1,Minimal,undefined,12,2023-24
401,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",37980,Level Level 4,Low,undefined,12,2023-24
60,"Phoenix-Mesa-Scottsdale, AZ",38060,Level Level 4,Low,undefined,12,2023-24
77,"Picayune, MS",38100,Level Level 2,Minimal,undefined,12,2023-24
236,"Pierre, SD",38180,Level Level 1,Minimal,undefined,12,2023-24
433,"Pine Bluff, AR",38220,Level Level 2,Minimal,undefined,12,2023-24
915,"Pinehurst-Southern Pines, NC",38240,Level Level 1,Minimal,undefined,12,2023-24
784,"Pittsburg, KS",38260,Level Level 2,Minimal,undefined,12,2023-24
33,"Pittsburgh, PA",38300,Level Level 3,Minimal,undefined,12,2023-24
839,"Pittsfield, MA",38340,Level Level 2,Minimal,undefined,12,2023-24
1,"Platteville, WI",38420,Level Level 1,Minimal,undefined,12,2023-24
89,"Plattsburgh, NY",38460,Level Level 3,Minimal,undefined,12,2023-24
462,"Plymouth, IN",38500,Level Level 2,Minimal,undefined,12,2023-24
387,"Pocatello, ID",38540,Level Level 1,Minimal,undefined,12,2023-24
603,"Point Pleasant, WV-OH",38580,Level Level 2,Minimal,undefined,12,2023-24
731,"Ponca City, OK",38620,Level Level 3,Minimal,undefined,12,2023-24
744,"Pontiac, IL",38700,Level Level 3,Minimal,undefined,12,2023-24
776,"Portales, NM",38780,Level Level 3,Minimal,undefined,12,2023-24
103,"Port Angeles, WA",38820,Level Level 3,Minimal,undefined,12,2023-24
82,"Port Clinton, OH",38840,Level Level 1,Minimal,undefined,12,2023-24
659,"Portland-South Portland, ME",38860,Level Level 2,Minimal,undefined,12,2023-24
198,"Portland-Vancouver-Hillsboro, OR-WA",38900,Level Level 3,Minimal,undefined,12,2023-24
742,"Port St. Lucie, FL",38940,Level Level 5,Low,undefined,12,2023-24
522,"Pottsville, PA",39060,Level Level 4,Low,undefined,12,2023-24
135,"Prescott, AZ",39140,Level Level 1,Minimal,undefined,12,2023-24
392,"Price, UT",39220,Level Level 3,Minimal,undefined,12,2023-24
651,"Prineville, OR",39260,Level Level 4,Low,undefined,12,2023-24
435,"Providence-Warwick, RI-MA",39300,Level Level 7,Moderate,undefined,12,2023-24
927,"Provo-Orem, UT",39340,Level Level 1,Minimal,undefined,12,2023-24
467,"Pueblo, CO",39380,Level Level 4,Low,undefined,12,2023-24
3,"Pullman, WA",39420,Level Level 2,Minimal,undefined,12,2023-24
599,"Punta Gorda, FL",39460,Level Level 1,Minimal,undefined,12,2023-24
562,"Racine, WI",39540,Level Level 8,High,undefined,12,2023-24
204,"Raleigh, NC",39580,Level Level 3,Minimal,undefined,12,2023-24
298,"Rapid City, SD",39660,Level Level 10,High,undefined,12,2023-24
533,"Raymondville, TX",39700,Level Level 2,Minimal,undefined,12,2023-24
520,"Reading, PA",39740,Level Level 1,Minimal,undefined,12,2023-24
721,"Red Wing, MN",39860,Level Level 3,Minimal,undefined,12,2023-24
786,"Reno, NV",39900,Level Level 4,Low,undefined,12,2023-24
883,"Richmond, IN",39980,Level Level 3,Minimal,undefined,12,2023-24
921,"Richmond, VA",40060,Level Level 3,Minimal,undefined,12,2023-24
79,"Richmond-Berea, KY",40080,Level Level 4,Low,undefined,12,2023-24
343,"Rio Grande City, TX",40100,Level Level 1,Minimal,undefined,12,2023-24
273,"Riverside-San Bernardino-Ontario, CA",40140,Level Level 2,Minimal,undefined,12,2023-24
366,"Riverton, WY",40180,Level Level 3,Minimal,undefined,12,2023-24
34,"Roanoke, VA",40220,Level Level 5,Low,undefined,12,2023-24
225,"Roanoke Rapids, NC",40260,Level Level 4,Low,undefined,12,2023-24
765,"Rochelle, IL",40300,Level Level 1,Minimal,undefined,12,2023-24
201,"Rochester, MN",40340,Level Level 3,Minimal,undefined,12,2023-24
101,"Rochester, NY",40380,Level Level 4,Low,undefined,12,2023-24
763,"Rockford, IL",40420,Level Level 4,Low,undefined,12,2023-24
154,"Rockingham, NC",40460,Level Level 4,Low,undefined,12,2023-24
694,"Rock Springs, WY",40540,Level Level 1,Minimal,undefined,12,2023-24
339,"Rocky Mount, NC",40580,Level Level 4,Low,undefined,12,2023-24
365,"Rome, GA",40660,Level Level 5,Low,undefined,12,2023-24
294,"Roseburg, OR",40700,Level Level 5,Low,undefined,12,2023-24
872,"Roswell, NM",40740,Level Level 1,Minimal,undefined,12,2023-24
538,"Ruidoso, NM",40760,Level Level 4,Low,undefined,12,2023-24
740,"Russellville, AR",40780,Level Level 2,Minimal,undefined,12,2023-24
487,"Ruston, LA",40820,Level Level 3,Minimal,undefined,12,2023-24
939,"Rutland, VT",40860,Level Level 1,Minimal,undefined,12,2023-24
55,"Sacramento--Roseville--Arden-Arcade, CA",40900,Level Level 6,Moderate,undefined,12,2023-24
123,"Safford, AZ",40940,Level Level 3,Minimal,undefined,12,2023-24
576,"Saginaw, MI",40980,Level Level 10,High,undefined,12,2023-24
119,"St. Cloud, MN",41060,Level Level 1,Minimal,undefined,12,2023-24
364,"St. Louis, MO-IL",41180,Level Level 4,Low,undefined,12,2023-24
290,"St. Marys, GA",41220,Level Level 3,Minimal,undefined,12,2023-24
543,"St. Marys, PA",41260,Level Level 3,Minimal,undefined,12,2023-24
831,"Salem, OH",41400,Level Level 3,Minimal,undefined,12,2023-24
242,"Salem, OR",41420,Level Level 3,Minimal,undefined,12,2023-24
848,"Salina, KS",41460,Level Level 3,Minimal,undefined,12,2023-24
254,"Salinas, CA",41500,Level Level 4,Low,undefined,12,2023-24
427,"Salisbury, MD-DE",41540,Level Level 1,Minimal,undefined,12,2023-24
295,"Salt Lake City, UT",41620,Level Level 1,Minimal,undefined,12,2023-24
122,"San Angelo, TX",41660,Level Level 1,Minimal,undefined,12,2023-24
29,"San Antonio-New Braunfels, TX",41700,Level Level 2,Minimal,undefined,12,2023-24
230,"San Diego-Carlsbad, CA",41740,Level Level 2,Minimal,undefined,12,2023-24
443,"Sandusky, OH",41780,Level Level 2,Minimal,undefined,12,2023-24
315,"Sanford, NC",41820,Level Level 2,Minimal,undefined,12,2023-24
72,"San Francisco-Oakland-Hayward, CA",41860,Level Level 7,Moderate,undefined,12,2023-24
63,"San GermÃ¡n, PR",41900,Level Level 6,Moderate,undefined,12,2023-24
109,"San Jose-Sunnyvale-Santa Clara, CA",41940,Level Level 6,Moderate,undefined,12,2023-24
449,"San Juan-Carolina-Caguas, PR",41980,Level Level 1,Minimal,undefined,12,2023-24
363,"Santa Cruz-Watsonville, CA",42100,Level Level 8,High,undefined,12,2023-24
595,"Santa Fe, NM",42140,Level Level 4,Low,undefined,12,2023-24
215,"Santa Maria-Santa Barbara, CA",42200,Level Level 1,Minimal,undefined,12,2023-24
677,"Santa Rosa, CA",42220,Level Level 9,High,undefined,12,2023-24
678,"Sault Ste. Marie, MI",42300,Level Level 2,Minimal,undefined,12,2023-24
332,"Savannah, GA",42340,Level Level 1,Minimal,undefined,12,2023-24
838,"Sayre, PA",42380,Level Level 3,Minimal,undefined,12,2023-24
666,"Scottsbluff, NE",42420,Level Level 1,Minimal,undefined,12,2023-24
96,"Scottsboro, AL",42460,Level Level 1,Minimal,undefined,12,2023-24
819,"Scranton--Wilkes-Barre--Hazleton, PA",42540,Level Level 3,Minimal,undefined,12,2023-24
861,"Seattle-Tacoma-Bellevue, WA",42660,Level Level 3,Minimal,undefined,12,2023-24
828,"Sebastian-Vero Beach, FL",42680,Level Level 1,Minimal,undefined,12,2023-24
184,"Sebring, FL",42700,Level Level 1,Minimal,undefined,12,2023-24
842,"Sedalia, MO",42740,Level Level 3,Minimal,undefined,12,2023-24
112,"Selma, AL",42820,Level Level 1,Minimal,undefined,12,2023-24
444,"Seneca, SC",42860,Level Level 1,Minimal,undefined,12,2023-24
144,"Sevierville, TN",42940,Level Level 4,Low,undefined,12,2023-24
419,"Seymour, IN",42980,Level Level 1,Minimal,undefined,12,2023-24
775,"Shawano, WI",43020,Level Level 2,Minimal,undefined,12,2023-24
724,"Shelby, NC",43140,Level Level 3,Minimal,undefined,12,2023-24
430,"Shelbyville, TN",43180,Level Level 1,Minimal,undefined,12,2023-24
360,"Shelton, WA",43220,Level Level 3,Minimal,undefined,12,2023-24
917,"Sheridan, WY",43260,Level Level 10,High,undefined,12,2023-24
639,"Sherman-Denison, TX",43300,Level Level 1,Minimal,undefined,12,2023-24
684,"Show Low, AZ",43320,Level Level 2,Minimal,undefined,12,2023-24
107,"Shreveport-Bossier City, LA",43340,Level Level 10,High,undefined,12,2023-24
612,"Sidney, OH",43380,Level Level 3,Minimal,undefined,12,2023-24
525,"Sierra Vista-Douglas, AZ",43420,Level Level 1,Minimal,undefined,12,2023-24
80,"Silver City, NM",43500,Level Level 1,Minimal,undefined,12,2023-24
652,"Sioux City, IA-NE-SD",43580,Level Level 9,High,undefined,12,2023-24
31,"Sioux Falls, SD",43620,Level Level 3,Minimal,undefined,12,2023-24
571,"Somerset, KY",43700,Level Level 1,Minimal,undefined,12,2023-24
309,"Somerset, PA",43740,Level Level 2,Minimal,undefined,12,2023-24
269,"Sonora, CA",43760,Level Level 4,Low,undefined,12,2023-24
531,"South Bend-Mishawaka, IN-MI",43780,Level Level 8,High,undefined,12,2023-24
307,"Spartanburg, SC",43900,Level Level 1,Minimal,undefined,12,2023-24
683,"Spearfish, SD",43940,Level Level 4,Low,undefined,12,2023-24
440,"Spokane-Spokane Valley, WA",44060,Level Level 6,Moderate,undefined,12,2023-24
83,"Springfield, IL",44100,Level Level 6,Moderate,undefined,12,2023-24
646,"Springfield, MA",44140,Level Level 9,High,undefined,12,2023-24
478,"Springfield, MO",44180,Level Level 4,Low,undefined,12,2023-24
511,"Springfield, OH",44220,Level Level 5,Low,undefined,12,2023-24
751,"Starkville, MS",44260,Level Level 1,Minimal,undefined,12,2023-24
146,"State College, PA",44300,Level Level 1,Minimal,undefined,12,2023-24
542,"Statesboro, GA",44340,Level Level 3,Minimal,undefined,12,2023-24
664,"Staunton-Waynesboro, VA",44420,Level Level 7,Moderate,undefined,12,2023-24
852,"Sterling, IL",44580,Level Level 4,Low,undefined,12,2023-24
521,"Stevens Point, WI",44620,Level Level 1,Minimal,undefined,12,2023-24
445,"Stockton-Lodi, CA",44700,Level Level 4,Low,undefined,12,2023-24
681,"Sturgis, MI",44780,Level Level 5,Low,undefined,12,2023-24
313,"Summit Park, UT",44920,Level Level 1,Minimal,undefined,12,2023-24
925,"Sumter, SC",44940,Level Level 3,Minimal,undefined,12,2023-24
282,"Sunbury, PA",44980,Level Level 3,Minimal,undefined,12,2023-24
49,"Syracuse, NY",45060,Level Level 3,Minimal,undefined,12,2023-24
770,"Tahlequah, OK",45140,Level Level 7,Moderate,undefined,12,2023-24
263,"Talladega-Sylacauga, AL",45180,Level Level 2,Minimal,undefined,12,2023-24
191,"Tallahassee, FL",45220,Level Level 4,Low,undefined,12,2023-24
649,"Tampa-St. Petersburg-Clearwater, FL",45300,Level Level 3,Minimal,undefined,12,2023-24
246,"Taos, NM",45340,Level Level 1,Minimal,undefined,12,2023-24
882,"Taylorville, IL",45380,Level Level 1,Minimal,undefined,12,2023-24
403,"Terre Haute, IN",45460,Level Level 2,Minimal,undefined,12,2023-24
380,"The Dalles, OR",45520,Level Level 3,Minimal,undefined,12,2023-24
91,"The Villages, FL",45540,Level Level 1,Minimal,undefined,12,2023-24
940,"Thomasville, GA",45620,Level Level 2,Minimal,undefined,12,2023-24
605,"Tiffin, OH",45660,Level Level 6,Moderate,undefined,12,2023-24
780,"Tifton, GA",45700,Level Level 3,Minimal,undefined,12,2023-24
757,"Toccoa, GA",45740,Level Level 4,Low,undefined,12,2023-24
61,"Toledo, OH",45780,Level Level 9,High,undefined,12,2023-24
234,"Topeka, KS",45820,Level Level 5,Low,undefined,12,2023-24
886,"Torrington, CT",45860,Level Level 3,Minimal,undefined,12,2023-24
24,"Traverse City, MI",45900,Level Level 9,High,undefined,12,2023-24
9,"Trenton, NJ",45940,Level Level 4,Low,undefined,12,2023-24
268,"Troy, AL",45980,Level Level 5,Low,undefined,12,2023-24
512,"Tucson, AZ",46060,Level Level 1,Minimal,undefined,12,2023-24
150,"Tulsa, OK",46140,Level Level 2,Minimal,undefined,12,2023-24
547,"Tupelo, MS",46180,Level Level 1,Minimal,undefined,12,2023-24
30,"Tuscaloosa, AL",46220,Level Level 3,Minimal,undefined,12,2023-24
214,"Twin Falls, ID",46300,Level Level 4,Low,undefined,12,2023-24
128,"Union City, TN-KY",46460,Level Level 1,Minimal,undefined,12,2023-24
687,"Urbana, OH",46500,Level Level 1,Minimal,undefined,12,2023-24
218,"Urban Honolulu, HI",46520,Level Level 1,Minimal,undefined,12,2023-24
249,"Utica-Rome, NY",46540,Level Level 5,Low,undefined,12,2023-24
767,"Valdosta, GA",46660,Level Level 4,Low,undefined,12,2023-24
407,"Vallejo-Fairfield, CA",46700,Level Level 6,Moderate,undefined,12,2023-24
460,"Valley, AL",46740,Level Level 5,Low,undefined,12,2023-24
711,"Vermillion, SD",46820,Level Level 2,Minimal,undefined,12,2023-24
409,"Victoria, TX",47020,Level Level 2,Minimal,undefined,12,2023-24
52,"Vidalia, GA",47080,Level Level 1,Minimal,undefined,12,2023-24
106,"Vincennes, IN",47180,Level Level 2,Minimal,undefined,12,2023-24
133,"Vineland-Bridgeton, NJ",47220,Level Level 4,Low,undefined,12,2023-24
87,"Vineyard Haven, MA",47240,Level Level 1,Minimal,undefined,12,2023-24
422,"Virginia Beach-Norfolk-Newport News, VA-NC",47260,Level Level 6,Moderate,undefined,12,2023-24
606,"Wabash, IN",47340,Level Level 1,Minimal,undefined,12,2023-24
642,"Waco, TX",47380,Level Level 1,Minimal,undefined,12,2023-24
277,"Walla Walla, WA",47460,Level Level 4,Low,undefined,12,2023-24
291,"Warner Robins, GA",47580,Level Level 3,Minimal,undefined,12,2023-24
930,"Warren, PA",47620,Level Level 2,Minimal,undefined,12,2023-24
566,"Warsaw, IN",47700,Level Level 1,Minimal,undefined,12,2023-24
342,"Washington, IN",47780,Level Level 4,Low,undefined,12,2023-24
149,"Washington, NC",47820,Level Level 1,Minimal,undefined,12,2023-24
185,"Washington-Arlington-Alexandria, DC-VA-MD-WV",47900,Level Level 6,Moderate,undefined,12,2023-24
635,"Washington Court House, OH",47920,Level Level 4,Low,undefined,12,2023-24
691,"Waterloo-Cedar Falls, IA",47940,Level Level 4,Low,undefined,12,2023-24
790,"Watertown, SD",47980,Level Level 2,Minimal,undefined,12,2023-24
898,"Watertown-Fort Atkinson, WI",48020,Level Level 1,Minimal,undefined,12,2023-24
405,"Watertown-Fort Drum, NY",48060,Level Level 3,Minimal,undefined,12,2023-24
907,"Wauchula, FL",48100,Level Level 1,Minimal,undefined,12,2023-24
553,"Wausau, WI",48140,Level Level 1,Minimal,undefined,12,2023-24
857,"Weirton-Steubenville, WV-OH",48260,Level Level 1,Minimal,undefined,12,2023-24
314,"Wenatchee, WA",48300,Level Level 4,Low,undefined,12,2023-24
851,"West Plains, MO",48460,Level Level 2,Minimal,undefined,12,2023-24
900,"Wheeling, WV-OH",48540,Level Level 4,Low,undefined,12,2023-24
479,"Whitewater-Elkhorn, WI",48580,Level Level 4,Low,undefined,12,2023-24
735,"Wichita, KS",48620,Level Level 4,Low,undefined,12,2023-24
906,"Williamsport, PA",48700,Level Level 4,Low,undefined,12,2023-24
296,"Williston, ND",48780,Level Level 1,Minimal,undefined,12,2023-24
328,"Wilmington, NC",48900,Level Level 3,Minimal,undefined,12,2023-24
796,"Wilmington, OH",48940,Level Level 2,Minimal,undefined,12,2023-24
548,"Wilson, NC",48980,Level Level 3,Minimal,undefined,12,2023-24
271,"Winchester, VA-WV",49020,Level Level 6,Moderate,undefined,12,2023-24
830,"Winnemucca, NV",49080,Level Level 1,Minimal,undefined,12,2023-24
43,"Winston-Salem, NC",49180,Level Level 4,Low,undefined,12,2023-24
833,"Wisconsin Rapids-Marshfield, WI",49220,Level Level 4,Low,undefined,12,2023-24
504,"Wooster, OH",49300,Level Level 1,Minimal,undefined,12,2023-24
152,"Worcester, MA-CT",49340,Level Level 7,Moderate,undefined,12,2023-24
288,"Yakima, WA",49420,Level Level 1,Minimal,undefined,12,2023-24
299,"York-Hanover, PA",49620,Level Level 5,Low,undefined,12,2023-24
495,"Youngstown-Warren-Boardman, OH-PA",49660,Level Level 6,Moderate,undefined,12,2023-24
108,"Yuba City, CA",49700,Level Level 3,Minimal,undefined,12,2023-24
59,"Yuma, AZ",49740,Level Level 1,Minimal,undefined,12,2023-24
716,"Aberdeen, SD",10100,Level Level 2,Minimal,undefined,13,2023-24
137,"Aberdeen, WA",10140,Level Level 1,Minimal,undefined,13,2023-24
739,"Ada, OK",10220,Level Level 1,Minimal,undefined,13,2023-24
615,"Adrian, MI",10300,Level Level 6,Moderate,undefined,13,2023-24
654,"Akron, OH",10420,Level Level 4,Low,undefined,13,2023-24
454,"Alamogordo, NM",10460,Level Level 4,Low,undefined,13,2023-24
260,"Albany, OR",10540,Level Level 1,Minimal,undefined,13,2023-24
629,"Albany-Schenectady-Troy, NY",10580,Level Level 3,Minimal,undefined,13,2023-24
326,"Albemarle, NC",10620,Level Level 3,Minimal,undefined,13,2023-24
672,"Albert Lea, MN",10660,Level Level 2,Minimal,undefined,13,2023-24
250,"Albertville, AL",10700,Level Level 3,Minimal,undefined,13,2023-24
165,"Albuquerque, NM",10740,Level Level 10,High,undefined,13,2023-24
891,"Alexander City, AL",10760,Level Level 2,Minimal,undefined,13,2023-24
66,"Alexandria, LA",10780,Level Level 4,Low,undefined,13,2023-24
937,"Alexandria, MN",10820,Level Level 5,Low,undefined,13,2023-24
178,"Allentown-Bethlehem-Easton, PA-NJ",10900,Level Level 3,Minimal,undefined,13,2023-24
783,"Alma, MI",10940,Level Level 7,Moderate,undefined,13,2023-24
189,"Alpena, MI",10980,Level Level 5,Low,undefined,13,2023-24
737,"Altoona, PA",11020,Level Level 2,Minimal,undefined,13,2023-24
758,"Ames, IA",11180,Level Level 1,Minimal,undefined,13,2023-24
557,"Amsterdam, NY",11220,Level Level 4,Low,undefined,13,2023-24
671,"Anchorage, AK",11260,Level Level 5,Low,undefined,13,2023-24
645,"Angola, IN",11420,Level Level 2,Minimal,undefined,13,2023-24
781,"Ann Arbor, MI",11460,Level Level 7,Moderate,undefined,13,2023-24
825,"Anniston-Oxford-Jacksonville, AL",11500,Level Level 5,Low,undefined,13,2023-24
933,"Appleton, WI",11540,Level Level 1,Minimal,undefined,13,2023-24
74,"Arcadia, FL",11580,Level Level 2,Minimal,undefined,13,2023-24
500,"Ardmore, OK",11620,Level Level 1,Minimal,undefined,13,2023-24
193,"Arecibo, PR",11640,Level Level 6,Moderate,undefined,13,2023-24
779,"Arkansas City-Winfield, KS",11680,Level Level 3,Minimal,undefined,13,2023-24
54,"Asheville, NC",11700,Level Level 1,Minimal,undefined,13,2023-24
880,"Ashtabula, OH",11780,Level Level 4,Low,undefined,13,2023-24
26,"Astoria, OR",11820,Level Level 3,Minimal,undefined,13,2023-24
789,"Athens, OH",11900,Level Level 1,Minimal,undefined,13,2023-24
172,"Athens, TN",11940,Level Level 4,Low,undefined,13,2023-24
913,"Athens-Clarke County, GA",12020,Level Level 2,Minimal,undefined,13,2023-24
39,"Atlanta-Sandy Springs-Roswell, GA",12060,Level Level 3,Minimal,undefined,13,2023-24
16,"Atlantic City-Hammonton, NJ",12100,Level Level 3,Minimal,undefined,13,2023-24
856,"Atmore, AL",12120,Level Level 1,Minimal,undefined,13,2023-24
854,"Auburn, IN",12140,Level Level 4,Low,undefined,13,2023-24
502,"Auburn, NY",12180,Level Level 2,Minimal,undefined,13,2023-24
481,"Auburn-Opelika, AL",12220,Level Level 2,Minimal,undefined,13,2023-24
19,"Augusta-Richmond County, GA-SC",12260,Level Level 7,Moderate,undefined,13,2023-24
794,"Augusta-Waterville, ME",12300,Level Level 3,Minimal,undefined,13,2023-24
759,"Austin, MN",12380,Level Level 3,Minimal,undefined,13,2023-24
262,"Austin-Round Rock, TX",12420,Level Level 2,Minimal,undefined,13,2023-24
47,"Baltimore-Columbia-Towson, MD",12580,Level Level 5,Low,undefined,13,2023-24
756,"Bangor, ME",12620,Level Level 5,Low,undefined,13,2023-24
32,"Baraboo, WI",12660,Level Level 3,Minimal,undefined,13,2023-24
14,"Bardstown, KY",12680,Level Level 1,Minimal,undefined,13,2023-24
905,"Barnstable Town, MA",12700,Level Level 7,Moderate,undefined,13,2023-24
802,"Barre, VT",12740,Level Level 2,Minimal,undefined,13,2023-24
693,"Bartlesville, OK",12780,Level Level 1,Minimal,undefined,13,2023-24
587,"Batavia, NY",12860,Level Level 3,Minimal,undefined,13,2023-24
205,"Batesville, AR",12900,Level Level 1,Minimal,undefined,13,2023-24
928,"Baton Rouge, LA",12940,Level Level 3,Minimal,undefined,13,2023-24
778,"Battle Creek, MI",12980,Level Level 10,High,undefined,13,2023-24
559,"Bay City, MI",13020,Level Level 7,Moderate,undefined,13,2023-24
755,"Beaver Dam, WI",13180,Level Level 3,Minimal,undefined,13,2023-24
173,"Beckley, WV",13220,Level Level 1,Minimal,undefined,13,2023-24
624,"Bedford, IN",13260,Level Level 3,Minimal,undefined,13,2023-24
910,"Bellefontaine, OH",13340,Level Level 4,Low,undefined,13,2023-24
441,"Bellingham, WA",13380,Level Level 2,Minimal,undefined,13,2023-24
130,"Bend-Redmond, OR",13460,Level Level 3,Minimal,undefined,13,2023-24
803,"Bennington, VT",13540,Level Level 1,Minimal,undefined,13,2023-24
85,"Berlin, NH-VT",13620,Level Level 3,Minimal,undefined,13,2023-24
377,"Big Rapids, MI",13660,Level Level 1,Minimal,undefined,13,2023-24
808,"Big Stone Gap, VA",13720,Level Level 1,Minimal,undefined,13,2023-24
378,"Billings, MT",13740,Level Level 4,Low,undefined,13,2023-24
331,"Binghamton, NY",13780,Level Level 3,Minimal,undefined,13,2023-24
164,"Birmingham-Hoover, AL",13820,Level Level 2,Minimal,undefined,13,2023-24
200,"Bismarck, ND",13900,Level Level 9,High,undefined,13,2023-24
35,"Blacksburg-Christiansburg-Radford, VA",13980,Level Level 5,Low,undefined,13,2023-24
628,"Bloomington, IL",14010,Level Level 2,Minimal,undefined,13,2023-24
527,"Bloomington, IN",14020,Level Level 6,Moderate,undefined,13,2023-24
938,"Bloomsburg-Berwick, PA",14100,Level Level 1,Minimal,undefined,13,2023-24
293,"Bluefield, WV-VA",14140,Level Level 4,Low,undefined,13,2023-24
286,"Blytheville, AR",14180,Level Level 1,Minimal,undefined,13,2023-24
795,"Bogalusa, LA",14220,Level Level 1,Minimal,undefined,13,2023-24
27,"Boise City, ID",14260,Level Level 2,Minimal,undefined,13,2023-24
490,"Boone, NC",14380,Level Level 3,Minimal,undefined,13,2023-24
648,"Boston-Cambridge-Newton, MA-NH",14460,Level Level 7,Moderate,undefined,13,2023-24
71,"Boulder, CO",14500,Level Level 2,Minimal,undefined,13,2023-24
113,"Brainerd, MN",14660,Level Level 1,Minimal,undefined,13,2023-24
945,"Branson, MO",14700,Level Level 3,Minimal,undefined,13,2023-24
359,"Bremerton-Silverdale, WA",14740,Level Level 2,Minimal,undefined,13,2023-24
379,"Bridgeport-Stamford-Norwalk, CT",14860,Level Level 5,Low,undefined,13,2023-24
488,"Brookhaven, MS",15020,Level Level 1,Minimal,undefined,13,2023-24
2,"Brookings, OR",15060,Level Level 1,Minimal,undefined,13,2023-24
809,"Brookings, SD",15100,Level Level 1,Minimal,undefined,13,2023-24
8,"Brownsville-Harlingen, TX",15180,Level Level 3,Minimal,undefined,13,2023-24
774,"Brownwood, TX",15220,Level Level 1,Minimal,undefined,13,2023-24
187,"Brunswick, GA",15260,Level Level 3,Minimal,undefined,13,2023-24
700,"Bucyrus, OH",15340,Level Level 5,Low,undefined,13,2023-24
302,"Buffalo-Cheektowaga-Niagara Falls, NY",15380,Level Level 6,Moderate,undefined,13,2023-24
508,"Burley, ID",15420,Level Level 1,Minimal,undefined,13,2023-24
647,"Burlington, NC",15500,Level Level 2,Minimal,undefined,13,2023-24
42,"Burlington-South Burlington, VT",15540,Level Level 1,Minimal,undefined,13,2023-24
93,"Butte-Silver Bow, MT",15580,Level Level 1,Minimal,undefined,13,2023-24
793,"Cadillac, MI",15620,Level Level 6,Moderate,undefined,13,2023-24
474,"Calhoun, GA",15660,Level Level 1,Minimal,undefined,13,2023-24
129,"California-Lexington Park, MD",15680,Level Level 3,Minimal,undefined,13,2023-24
486,"Cambridge, MD",15700,Level Level 1,Minimal,undefined,13,2023-24
274,"Camden, AR",15780,Level Level 2,Minimal,undefined,13,2023-24
99,"Campbellsville, KY",15820,Level Level 4,Low,undefined,13,2023-24
480,"Canton, IL",15900,Level Level 1,Minimal,undefined,13,2023-24
